asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\threeLineExmp\config.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-05_23-43-55\config.json[MAIN]
asn=0    	id=-1  	Main	initializing 600 seconds long simulation...[SIMULATOR]
asn=0    	id=-1  	TSCH	initializing leaf-and-forwarder scheduler [SCHEDULER_NEW]
asn=0    	id=-1  	Main	creating 3 "node" nodes...[SIMULATOR]
asn=0    	id=-1  	Main	generating a line network with 3 nodes
asn=0    	id=1   	Main	set position x=0.00 y=0.00[SIMULATOR]
asn=0    	id=2   	Main	set position x=117.37 y=0.00[SIMULATOR]
asn=0    	id=3   	Main	set position x=234.74 y=0.00[SIMULATOR]
asn=0    	id=-1  	App	new packet source, from=2 for=1 period=10 warmup=100 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=3 for=1 period=10 warmup=100 [PACKET_SOURCE]
asn=0    	id=-1  	Main	simulation created[SIMULATOR]
asn=0    	id=-1  	Main	starting simulation main loop...[SIMULATOR]
asn=0    	id=1   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=1   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=1   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=4 [SCHEDULER NEW]
asn=0    	id=1   	Node	Slotframe number 1 added from node: 1 [NODE]
asn=0    	id=1   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=1   	TSCH	about to add cells at channel offset=2 called by node 1 [SCHEDULER NEW]
asn=0    	id=1   	Node	Add cell in timeslot: 2 channel offset: 2 in slotframe: 1
asn=0    	id=1   	Node	becomes TSCH coordinator
asn=0    	id=1   	TSCH	Node has joined TSCH as coordinator [NODE]
asn=0    	id=1   	Node	Start method called from Manual Routing for 1
asn=0    	id=1   	Node	Route File Read successfully [ROUTING MANUAL]
asn=0    	id=1   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=0    	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=0    	id=1   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=1   	Node	update time source called [NODE]
asn=0    	id=1   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=2   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=4 [SCHEDULER NEW]
asn=0    	id=2   	Node	Slotframe number 1 added from node: 2 [NODE]
asn=0    	id=2   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=2   	TSCH	about to add cells at channel offset=3 called by node 2 [SCHEDULER NEW]
asn=0    	id=2   	Node	Add cell in timeslot: 2 channel offset: 2 in slotframe: 1
asn=0    	id=2   	Node	Add cell in timeslot: 3 channel offset: 3 in slotframe: 1
asn=0    	id=2   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=2   	Node	update time source called [NODE]
asn=0    	id=2   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=2   	Node	scanning on channel=15...[NODE]
asn=0    	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=3   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=4 [SCHEDULER NEW]
asn=0    	id=3   	Node	Slotframe number 1 added from node: 3 [NODE]
asn=0    	id=3   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=3   	TSCH	about to add cells at channel offset=1 called by node 3 [SCHEDULER NEW]
asn=0    	id=3   	Node	Add cell in timeslot: 3 channel offset: 3 in slotframe: 1
asn=0    	id=3   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=3   	Node	update time source called [NODE]
asn=0    	id=3   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=3   	Node	scanning on channel=15...[NODE]
asn=4    	id=2   	Node	add neighbor id=1 [NODE]
asn=4    	id=2   	Node	Add_route called from ensure neighbor
asn=4    	id=2   	TSCH	joined/associated at 0.04 on receiving an EB packet from 1[NODE]
asn=4    	id=2   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=4    	id=2   	Node	update time source called [NODE]
asn=4    	id=2   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=4    	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4    	id=2   	Node	Start method called from Manual Routing for 2
asn=4    	id=2   	Node	Route File Read successfully [ROUTING MANUAL]
asn=4    	id=2   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=4    	id=2   	Node	Reading routes for Node 2 [ROUTING MANUAL]
asn=4    	id=2   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=4    	id=2   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 2
asn=4    	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4    	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4    	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4    	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=100  	id=3   	Node	scanning on channel=26...[NODE]
asn=200  	id=3   	Node	scanning on channel=15...[NODE]
asn=301  	id=3   	Node	scanning on channel=25...[NODE]
asn=402  	id=3   	Node	scanning on channel=20...[NODE]
asn=604  	id=3   	Node	scanning on channel=26...[NODE]
asn=705  	id=3   	Node	scanning on channel=20...[NODE]
asn=806  	id=3   	Node	scanning on channel=25...[NODE]
asn=907  	id=3   	Node	scanning on channel=26...[NODE]
asn=1016 	id=1   	Node	add neighbor id=2 [NODE]
asn=1016 	id=1   	Node	Add_route called from ensure neighbor
asn=1016 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1016 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1109 	id=3   	Node	scanning on channel=25...[NODE]
asn=1311 	id=3   	Node	scanning on channel=26...[NODE]
asn=1412 	id=3   	Node	scanning on channel=15...[NODE]
asn=1513 	id=3   	Node	scanning on channel=26...[NODE]
asn=1600 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1600 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1600 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1613 	id=3   	Node	scanning on channel=20...[NODE]
asn=1713 	id=3   	Node	scanning on channel=26...[NODE]
asn=1813 	id=3   	Node	scanning on channel=20...[NODE]
asn=2013 	id=3   	Node	scanning on channel=25...[NODE]
asn=2213 	id=3   	Node	scanning on channel=20...[NODE]
asn=2313 	id=3   	Node	scanning on channel=15...[NODE]
asn=2413 	id=3   	Node	scanning on channel=26...[NODE]
asn=2516 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=2516 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=2713 	id=3   	Node	scanning on channel=25...[NODE]
asn=2913 	id=3   	Node	scanning on channel=26...[NODE]
asn=3004 	id=2   	Node	send keepalive packet to=1[NODE]
asn=3004 	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=3004 	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=3004 	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=3004 	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=3004 	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=3006 	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 2 channel offset: 2 acked=false[NODE]
asn=3010 	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=2 seqnum=-1 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=3010 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=3010 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=3013 	id=3   	Node	scanning on channel=20...[NODE]
asn=3024 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=3024 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=3024 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=3213 	id=3   	Node	scanning on channel=15...[NODE]
asn=3314 	id=3   	Node	scanning on channel=26...[NODE]
asn=3516 	id=3   	Node	scanning on channel=20...[NODE]
asn=3718 	id=3   	Node	scanning on channel=26...[NODE]
asn=3819 	id=3   	Node	scanning on channel=25...[NODE]
asn=3916 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=3916 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4021 	id=3   	Node	scanning on channel=20...[NODE]
asn=4122 	id=3   	Node	scanning on channel=25...[NODE]
asn=4223 	id=3   	Node	scanning on channel=26...[NODE]
asn=4324 	id=3   	Node	scanning on channel=15...[NODE]
asn=4512 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4512 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4512 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4526 	id=3   	Node	scanning on channel=20...[NODE]
asn=4627 	id=3   	Node	scanning on channel=26...[NODE]
asn=4829 	id=3   	Node	scanning on channel=25...[NODE]
asn=4930 	id=3   	Node	scanning on channel=26...[NODE]
asn=5031 	id=3   	Node	scanning on channel=20...[NODE]
asn=5184 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=5184 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5233 	id=3   	Node	scanning on channel=15...[NODE]
asn=5334 	id=3   	Node	scanning on channel=25...[NODE]
asn=5435 	id=3   	Node	scanning on channel=15...[NODE]
asn=5536 	id=3   	Node	scanning on channel=20...[NODE]
asn=5637 	id=3   	Node	scanning on channel=15...[NODE]
asn=5738 	id=3   	Node	scanning on channel=26...[NODE]
asn=5800 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5800 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=5800 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5839 	id=3   	Node	scanning on channel=20...[NODE]
asn=5940 	id=3   	Node	scanning on channel=26...[NODE]
asn=6001 	id=-1  	Main	60 seconds, progress 10.00%[SIMULATOR]
asn=6001 	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=6001 	id=-1  	Main	joined_routing/joined_tsch/total=2/2/3 [ROUTE]
asn=6001 	id=-1  	TSCH	Periodic process called for [Node]
asn=6001 	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=1   	TSCH	stats: {"idle_listen":2993,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":2,"tx_data":5,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=2   	TSCH	stats: {"idle_listen":4491,"channel_scan":4,"rx_data":0,"rx_data_tx_ack":0,"tx_data":4,"tx_data_rx_ack":2}[NODE]
asn=6001 	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=3   	TSCH	stats: {"idle_listen":0,"channel_scan":6000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6041 	id=3   	Node	scanning on channel=25...[NODE]
asn=6142 	id=3   	Node	scanning on channel=15...[NODE]
asn=6243 	id=3   	Node	scanning on channel=25...[NODE]
asn=6344 	id=3   	Node	scanning on channel=20...[NODE]
asn=6444 	id=3   	Node	scanning on channel=25...[NODE]
asn=6492 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6492 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6744 	id=3   	Node	scanning on channel=15...[NODE]
asn=7044 	id=3   	Node	scanning on channel=25...[NODE]
asn=7244 	id=3   	Node	scanning on channel=20...[NODE]
asn=7388 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=7388 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7444 	id=3   	Node	scanning on channel=25...[NODE]
asn=7644 	id=3   	Node	scanning on channel=15...[NODE]
asn=7744 	id=3   	Node	scanning on channel=26...[NODE]
asn=7844 	id=3   	Node	scanning on channel=20...[NODE]
asn=7944 	id=3   	Node	scanning on channel=15...[NODE]
asn=8004 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=8004 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8044 	id=3   	Node	scanning on channel=20...[NODE]
asn=8144 	id=3   	Node	scanning on channel=25...[NODE]
asn=8344 	id=3   	Node	scanning on channel=20...[NODE]
asn=8444 	id=3   	Node	scanning on channel=26...[NODE]
asn=8544 	id=3   	Node	scanning on channel=20...[NODE]
asn=8644 	id=3   	Node	scanning on channel=25...[NODE]
asn=8944 	id=3   	Node	scanning on channel=15...[NODE]
asn=8944 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8944 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=8944 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9010 	id=2   	Node	send keepalive packet to=1[NODE]
asn=9010 	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=9010 	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=9010 	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=9010 	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=9010 	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=9010 	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=9010 	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=9010 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9044 	id=3   	Node	scanning on channel=20...[NODE]
asn=9144 	id=3   	Node	scanning on channel=25...[NODE]
asn=9244 	id=3   	Node	scanning on channel=15...[NODE]
asn=9260 	id=3   	Node	add neighbor id=2 [NODE]
asn=9260 	id=3   	Node	Add_route called from ensure neighbor
asn=9260 	id=3   	TSCH	joined/associated at 92.6 on receiving an EB packet from 2[NODE]
asn=9260 	id=3   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=9260 	id=3   	Node	update time source called [NODE]
asn=9260 	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
