asn=0    	id=-1  	App	new packet source, from=5 for=1 period=4 warmup=0 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=6 for=1 period=4 warmup=0 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=7 for=1 period=4 warmup=0 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=8 for=1 period=4 warmup=0 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=9 for=1 period=4 warmup=0 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=10 for=1 period=4 warmup=0 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=11 for=1 period=4 warmup=0 [PACKET_SOURCE]
asn=0    	id=-1  	Main	warning: no connections defined for node type "node"[SIMULATOR]
asn=0    	id=-1  	Main	simulation created[SIMULATOR]
asn=0    	id=-1  	Main	starting simulation main loop...[SIMULATOR]
asn=0    	id=1   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=1   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=1   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=15 [SCHEDULER NEW]
asn=0    	id=1   	Node	Slotframe number 1 added from node: 1 [NODE]
asn=0    	id=1   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=1   	TSCH	about to add cells at channel offset=2 called by node 1 [SCHEDULER NEW]
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 1 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 2 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 3 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 4 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 5 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 6 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 7 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 8 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 9 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 10 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 11 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 12 channel offset: 1 in slotframe: 1
asn=0    	id=1   	TSCH	Adding cells through: 1 length: 68 [2]
asn=0    	id=1   	Node	Add cell in timeslot: 13 channel offset: 3 in slotframe: 1
asn=0    	id=1   	Node	becomes TSCH coordinator
asn=0    	id=1   	TSCH	Node has joined TSCH as coordinator [NODE]
asn=0    	id=1   	Node	Start method called from Manual Routing for 1
asn=0    	id=1   	Node	Route File Read successfully [ROUTING MANUAL]
asn=0    	id=1   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=0    	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=0    	id=1   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=1   	Node	update time source called [NODE]
asn=0    	id=1   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=2   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=15 [SCHEDULER NEW]
asn=0    	id=2   	Node	Slotframe number 1 added from node: 2 [NODE]
asn=0    	id=2   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=2   	TSCH	about to add cells at channel offset=3 called by node 2 [SCHEDULER NEW]
asn=0    	id=2   	Node	Add cell in timeslot: 1 channel offset: 1 in slotframe: 1
asn=0    	id=2   	Node	Add cell in timeslot: 2 channel offset: 1 in slotframe: 1
asn=0    	id=2   	Node	Add cell in timeslot: 3 channel offset: 1 in slotframe: 1
asn=0    	id=2   	Node	Add cell in timeslot: 6 channel offset: 1 in slotframe: 1
asn=0    	id=2   	Node	Add cell in timeslot: 8 channel offset: 1 in slotframe: 1
asn=0    	id=2   	Node	Add cell in timeslot: 9 channel offset: 1 in slotframe: 1
asn=0    	id=2   	Node	Add cell in timeslot: 10 channel offset: 1 in slotframe: 1
asn=0    	id=2   	Node	Add cell in timeslot: 11 channel offset: 1 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 1 channel offset: 2 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 2 channel offset: 3 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 3 channel offset: 2 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 4 channel offset: 1 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 5 channel offset: 1 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 5 channel offset: 3 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 7 channel offset: 1 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 7 channel offset: 3 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 10 channel offset: 2 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 10 channel offset: 3 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 12 channel offset: 1 in slotframe: 1
asn=0    	id=2   	TSCH	Adding cells through: 2 length: 68 [2]
asn=0    	id=2   	Node	Add cell in timeslot: 13 channel offset: 3 in slotframe: 1
asn=0    	id=2   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=2   	Node	update time source called [NODE]
asn=0    	id=2   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=2   	Node	scanning on channel=20...[NODE]
asn=0    	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=3   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=15 [SCHEDULER NEW]
asn=0    	id=3   	Node	Slotframe number 1 added from node: 3 [NODE]
asn=0    	id=3   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=3   	TSCH	about to add cells at channel offset=4 called by node 3 [SCHEDULER NEW]
asn=0    	id=3   	Node	Add cell in timeslot: 4 channel offset: 1 in slotframe: 1
asn=0    	id=3   	Node	Add cell in timeslot: 5 channel offset: 1 in slotframe: 1
asn=0    	id=3   	Node	Add cell in timeslot: 12 channel offset: 1 in slotframe: 1
asn=0    	id=3   	Node	Add cell in timeslot: 13 channel offset: 3 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 1 channel offset: 1 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 2 channel offset: 1 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 3 channel offset: 1 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 4 channel offset: 4 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 5 channel offset: 2 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 6 channel offset: 1 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 7 channel offset: 1 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 8 channel offset: 1 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 9 channel offset: 1 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 11 channel offset: 3 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 12 channel offset: 2 in slotframe: 1
asn=0    	id=3   	TSCH	Adding cells through: 3 length: 68 [2]
asn=0    	id=3   	Node	Add cell in timeslot: 12 channel offset: 3 in slotframe: 1
asn=0    	id=3   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=3   	Node	update time source called [NODE]
asn=0    	id=3   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=3   	Node	scanning on channel=25...[NODE]
asn=0    	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=4   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=15 [SCHEDULER NEW]
asn=0    	id=4   	Node	Slotframe number 1 added from node: 4 [NODE]
asn=0    	id=4   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=4   	TSCH	about to add cells at channel offset=5 called by node 4 [SCHEDULER NEW]
asn=0    	id=4   	Node	Add cell in timeslot: 7 channel offset: 1 in slotframe: 1
asn=0    	id=4   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=4   	Node	update time source called [NODE]
asn=0    	id=4   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=4   	Node	scanning on channel=25...[NODE]
asn=0    	id=5   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=5   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=5   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=15 [SCHEDULER NEW]
asn=0    	id=5   	Node	Slotframe number 1 added from node: 5 [NODE]
asn=0    	id=5   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=5   	TSCH	about to add cells at channel offset=6 called by node 5 [SCHEDULER NEW]
asn=0    	id=5   	Node	Add cell in timeslot: 1 channel offset: 2 in slotframe: 1
asn=0    	id=5   	Node	Add cell in timeslot: 2 channel offset: 3 in slotframe: 1
asn=0    	id=5   	Node	Add cell in timeslot: 3 channel offset: 2 in slotframe: 1
asn=0    	id=5   	Node	Add cell in timeslot: 5 channel offset: 1 in slotframe: 1
asn=0    	id=5   	Node	Add cell in timeslot: 5 channel offset: 3 in slotframe: 1
asn=0    	id=5   	Node	Add cell in timeslot: 7 channel offset: 1 in slotframe: 1
asn=0    	id=5   	Node	Add cell in timeslot: 7 channel offset: 3 in slotframe: 1
asn=0    	id=5   	Node	Add cell in timeslot: 10 channel offset: 2 in slotframe: 1
asn=0    	id=5   	Node	Add cell in timeslot: 10 channel offset: 3 in slotframe: 1
asn=0    	id=5   	Node	Add cell in timeslot: 12 channel offset: 1 in slotframe: 1
asn=0    	id=5   	Node	Add cell in timeslot: 13 channel offset: 3 in slotframe: 1
asn=0    	id=5   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=5   	Node	update time source called [NODE]
asn=0    	id=5   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=5   	Node	scanning on channel=26...[NODE]
asn=0    	id=6   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=6   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=6   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=15 [SCHEDULER NEW]
asn=0    	id=6   	Node	Slotframe number 1 added from node: 6 [NODE]
asn=0    	id=6   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=6   	TSCH	about to add cells at channel offset=7 called by node 6 [SCHEDULER NEW]
asn=0    	id=6   	Node	Add cell in timeslot: 4 channel offset: 1 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 1 channel offset: 2 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 2 channel offset: 3 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 3 channel offset: 2 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 4 channel offset: 2 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 5 channel offset: 1 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 5 channel offset: 3 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 7 channel offset: 1 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 7 channel offset: 3 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 10 channel offset: 2 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 10 channel offset: 3 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 12 channel offset: 1 in slotframe: 1
asn=0    	id=6   	TSCH	Adding cells through: 6 length: 68 [2]
asn=0    	id=6   	Node	Add cell in timeslot: 13 channel offset: 3 in slotframe: 1
asn=0    	id=6   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=6   	Node	update time source called [NODE]
asn=0    	id=6   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=6   	Node	scanning on channel=15...[NODE]
asn=0    	id=7   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=7   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=7   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=15 [SCHEDULER NEW]
asn=0    	id=7   	Node	Slotframe number 1 added from node: 7 [NODE]
asn=0    	id=7   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=7   	TSCH	about to add cells at channel offset=8 called by node 7 [SCHEDULER NEW]
asn=0    	id=7   	Node	Add cell in timeslot: 1 channel offset: 1 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 2 channel offset: 1 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 3 channel offset: 1 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 4 channel offset: 4 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 5 channel offset: 2 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 6 channel offset: 1 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 7 channel offset: 1 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 8 channel offset: 1 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 9 channel offset: 1 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 11 channel offset: 3 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 12 channel offset: 2 in slotframe: 1
asn=0    	id=7   	Node	Add cell in timeslot: 12 channel offset: 3 in slotframe: 1
asn=0    	id=7   	TSCH	Adding cells through: 7 length: 68 [2]
asn=0    	id=7   	Node	Add cell in timeslot: 2 channel offset: 2 in slotframe: 1
asn=0    	id=7   	TSCH	Adding cells through: 7 length: 68 [2]
asn=0    	id=7   	Node	Add cell in timeslot: 4 channel offset: 3 in slotframe: 1
asn=0    	id=7   	TSCH	Adding cells through: 7 length: 68 [2]
asn=0    	id=7   	Node	Add cell in timeslot: 6 channel offset: 3 in slotframe: 1
asn=0    	id=7   	TSCH	Adding cells through: 7 length: 68 [2]
asn=0    	id=7   	Node	Add cell in timeslot: 8 channel offset: 4 in slotframe: 1
asn=0    	id=7   	TSCH	Adding cells through: 7 length: 68 [2]
asn=0    	id=7   	Node	Add cell in timeslot: 10 channel offset: 1 in slotframe: 1
asn=0    	id=7   	TSCH	Adding cells through: 7 length: 68 [2]
asn=0    	id=7   	Node	Add cell in timeslot: 11 channel offset: 1 in slotframe: 1
asn=0    	id=7   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=7   	Node	update time source called [NODE]
asn=0    	id=7   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=7   	Node	scanning on channel=26...[NODE]
asn=0    	id=8   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=8   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=8   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=15 [SCHEDULER NEW]
asn=0    	id=8   	Node	Slotframe number 1 added from node: 8 [NODE]
asn=0    	id=8   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=8   	TSCH	about to add cells at channel offset=9 called by node 8 [SCHEDULER NEW]
asn=0    	id=8   	Node	Add cell in timeslot: 1 channel offset: 2 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 2 channel offset: 3 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 3 channel offset: 2 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 4 channel offset: 2 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 5 channel offset: 1 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 5 channel offset: 3 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 7 channel offset: 1 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 7 channel offset: 3 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 10 channel offset: 2 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 10 channel offset: 3 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 12 channel offset: 1 in slotframe: 1
asn=0    	id=8   	Node	Add cell in timeslot: 13 channel offset: 3 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 1 channel offset: 1 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 2 channel offset: 1 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 3 channel offset: 1 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 4 channel offset: 4 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 5 channel offset: 2 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 6 channel offset: 1 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 7 channel offset: 2 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 8 channel offset: 1 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 9 channel offset: 1 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 10 channel offset: 1 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 11 channel offset: 1 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 12 channel offset: 2 in slotframe: 1
asn=0    	id=8   	TSCH	Adding cells through: 8 length: 68 [2]
asn=0    	id=8   	Node	Add cell in timeslot: 12 channel offset: 3 in slotframe: 1
asn=0    	id=8   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=8   	Node	update time source called [NODE]
asn=0    	id=8   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=8   	Node	scanning on channel=26...[NODE]
asn=0    	id=9   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=9   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=9   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=15 [SCHEDULER NEW]
asn=0    	id=9   	Node	Slotframe number 1 added from node: 9 [NODE]
asn=0    	id=9   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=9   	TSCH	about to add cells at channel offset=10 called by node 9 [SCHEDULER NEW]
asn=0    	id=9   	Node	Add cell in timeslot: 1 channel offset: 1 in slotframe: 1
asn=0    	id=9   	Node	Add cell in timeslot: 2 channel offset: 1 in slotframe: 1
asn=0    	id=9   	Node	Add cell in timeslot: 3 channel offset: 1 in slotframe: 1
asn=0    	id=9   	Node	Add cell in timeslot: 4 channel offset: 4 in slotframe: 1
asn=0    	id=9   	Node	Add cell in timeslot: 5 channel offset: 2 in slotframe: 1
asn=0    	id=9   	Node	Add cell in timeslot: 6 channel offset: 1 in slotframe: 1
asn=0    	id=9   	Node	Add cell in timeslot: 7 channel offset: 2 in slotframe: 1
asn=0    	id=9   	Node	Add cell in timeslot: 9 channel offset: 1 in slotframe: 1
asn=0    	id=9   	Node	Add cell in timeslot: 10 channel offset: 1 in slotframe: 1
