asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\exampleTegveer\config.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-12_12-36-13\config.json[MAIN]
asn=6001 	id=3   	TSCH	stats: {"idle_listen":0,"channel_scan":6000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=4   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=4   	TSCH	stats: {"idle_listen":0,"channel_scan":6000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6041 	id=4   	Node	scanning on channel=26...[NODE]
asn=6142 	id=3   	Node	scanning on channel=20...[NODE]
asn=6142 	id=4   	Node	scanning on channel=20...[NODE]
asn=6142 	id=2   	Node	scanning on channel=20...[NODE]
asn=6243 	id=4   	Node	scanning on channel=25...[NODE]
asn=6243 	id=2   	Node	scanning on channel=26...[NODE]
asn=6344 	id=3   	Node	scanning on channel=15...[NODE]
asn=6344 	id=4   	Node	scanning on channel=26...[NODE]
asn=6344 	id=2   	Node	scanning on channel=20...[NODE]
asn=6444 	id=3   	Node	scanning on channel=26...[NODE]
asn=6444 	id=4   	Node	scanning on channel=25...[NODE]
asn=6444 	id=2   	Node	scanning on channel=26...[NODE]
asn=6544 	id=4   	Node	scanning on channel=26...[NODE]
asn=6544 	id=2   	Node	scanning on channel=25...[NODE]
asn=6644 	id=3   	Node	scanning on channel=15...[NODE]
asn=6644 	id=4   	Node	scanning on channel=15...[NODE]
asn=6744 	id=3   	Node	scanning on channel=25...[NODE]
asn=6744 	id=4   	Node	scanning on channel=20...[NODE]
asn=6844 	id=3   	Node	scanning on channel=20...[NODE]
asn=6844 	id=4   	Node	scanning on channel=25...[NODE]
asn=6844 	id=2   	Node	scanning on channel=15...[NODE]
asn=6944 	id=4   	Node	scanning on channel=20...[NODE]
asn=6944 	id=2   	Node	scanning on channel=20...[NODE]
asn=7044 	id=3   	Node	scanning on channel=26...[NODE]
asn=7044 	id=2   	Node	scanning on channel=26...[NODE]
asn=7144 	id=3   	Node	scanning on channel=20...[NODE]
asn=7144 	id=2   	Node	scanning on channel=25...[NODE]
asn=7215 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=7215 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7244 	id=3   	Node	scanning on channel=26...[NODE]
asn=7244 	id=4   	Node	scanning on channel=26...[NODE]
asn=7344 	id=2   	Node	scanning on channel=26...[NODE]
asn=7344 	id=3   	Node	scanning on channel=25...[NODE]
asn=7444 	id=2   	Node	scanning on channel=25...[NODE]
asn=7444 	id=4   	Node	scanning on channel=20...[NODE]
asn=7544 	id=2   	Node	scanning on channel=26...[NODE]
asn=7544 	id=3   	Node	scanning on channel=26...[NODE]
asn=7544 	id=4   	Node	scanning on channel=15...[NODE]
asn=7644 	id=4   	Node	scanning on channel=26...[NODE]
asn=7744 	id=3   	Node	scanning on channel=20...[NODE]
asn=7844 	id=2   	Node	scanning on channel=20...[NODE]
asn=7844 	id=3   	Node	scanning on channel=26...[NODE]
asn=7844 	id=4   	Node	scanning on channel=15...[NODE]
asn=7944 	id=2   	Node	scanning on channel=15...[NODE]
asn=7944 	id=3   	Node	scanning on channel=25...[NODE]
asn=7944 	id=4   	Node	scanning on channel=20...[NODE]
asn=8044 	id=3   	Node	scanning on channel=20...[NODE]
asn=8044 	id=4   	Node	scanning on channel=25...[NODE]
asn=8144 	id=2   	Node	scanning on channel=20...[NODE]
asn=8144 	id=4   	Node	scanning on channel=26...[NODE]
asn=8244 	id=2   	Node	scanning on channel=26...[NODE]
asn=8244 	id=3   	Node	scanning on channel=26...[NODE]
asn=8344 	id=3   	Node	scanning on channel=25...[NODE]
asn=8344 	id=4   	Node	scanning on channel=15...[NODE]
asn=8444 	id=2   	Node	scanning on channel=25...[NODE]
asn=8444 	id=3   	Node	scanning on channel=26...[NODE]
asn=8444 	id=4   	Node	scanning on channel=25...[NODE]
asn=8520 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=8520 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8544 	id=4   	Node	scanning on channel=15...[NODE]
asn=8544 	id=3   	Node	scanning on channel=15...[NODE]
asn=8544 	id=2   	Node	scanning on channel=26...[NODE]
asn=8644 	id=4   	Node	scanning on channel=20...[NODE]
asn=8644 	id=3   	Node	scanning on channel=26...[NODE]
asn=8644 	id=2   	Node	scanning on channel=25...[NODE]
asn=8744 	id=2   	Node	scanning on channel=15...[NODE]
asn=8844 	id=4   	Node	scanning on channel=15...[NODE]
asn=8944 	id=2   	Node	scanning on channel=26...[NODE]
asn=9044 	id=4   	Node	scanning on channel=26...[NODE]
asn=9044 	id=3   	Node	scanning on channel=20...[NODE]
asn=9044 	id=2   	Node	scanning on channel=15...[NODE]
asn=9144 	id=2   	Node	scanning on channel=26...[NODE]
asn=9244 	id=4   	Node	scanning on channel=25...[NODE]
asn=9244 	id=2   	Node	scanning on channel=25...[NODE]
asn=9344 	id=4   	Node	scanning on channel=20...[NODE]
asn=9344 	id=3   	Node	scanning on channel=25...[NODE]
asn=9344 	id=2   	Node	scanning on channel=26...[NODE]
asn=9444 	id=2   	Node	scanning on channel=15...[NODE]
asn=9544 	id=3   	Node	scanning on channel=20...[NODE]
asn=9544 	id=2   	Node	scanning on channel=26...[NODE]
asn=9644 	id=4   	Node	scanning on channel=26...[NODE]
asn=9644 	id=3   	Node	scanning on channel=25...[NODE]
asn=9644 	id=2   	Node	scanning on channel=20...[NODE]
asn=9744 	id=3   	Node	scanning on channel=15...[NODE]
asn=9744 	id=2   	Node	scanning on channel=26...[NODE]
asn=9844 	id=4   	Node	scanning on channel=20...[NODE]
asn=9844 	id=3   	Node	scanning on channel=26...[NODE]
asn=9844 	id=2   	Node	scanning on channel=25...[NODE]
asn=9944 	id=4   	Node	scanning on channel=26...[NODE]
asn=9944 	id=3   	Node	scanning on channel=20...[NODE]
asn=9944 	id=2   	Node	scanning on channel=20...[NODE]
asn=9955 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=9955 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10044	id=4   	Node	scanning on channel=20...[NODE]
asn=10144	id=2   	Node	scanning on channel=26...[NODE]
asn=10144	id=3   	Node	scanning on channel=25...[NODE]
asn=10144	id=4   	Node	scanning on channel=26...[NODE]
asn=10218	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=10244	id=4   	Node	scanning on channel=15...[NODE]
asn=10244	id=2   	Node	scanning on channel=20...[NODE]
asn=10244	id=3   	Node	scanning on channel=20...[NODE]
asn=10250	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=10344	id=3   	Node	scanning on channel=15...[NODE]
asn=10344	id=2   	Node	scanning on channel=15...[NODE]
asn=10344	id=4   	Node	scanning on channel=20...[NODE]
asn=10444	id=3   	Node	scanning on channel=25...[NODE]
asn=10444	id=2   	Node	scanning on channel=25...[NODE]
asn=10444	id=4   	Node	scanning on channel=26...[NODE]
asn=10544	id=2   	Node	scanning on channel=15...[NODE]
asn=10544	id=4   	Node	scanning on channel=25...[NODE]
asn=10589	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=10644	id=4   	Node	scanning on channel=15...[NODE]
asn=10644	id=2   	Node	scanning on channel=20...[NODE]
asn=10744	id=2   	Node	scanning on channel=15...[NODE]
asn=10844	id=3   	Node	scanning on channel=26...[NODE]
asn=10944	id=4   	Node	scanning on channel=20...[NODE]
asn=10944	id=3   	Node	scanning on channel=20...[NODE]
asn=11044	id=4   	Node	scanning on channel=25...[NODE]
asn=11144	id=3   	Node	scanning on channel=25...[NODE]
asn=11144	id=4   	Node	scanning on channel=15...[NODE]
asn=11144	id=2   	Node	scanning on channel=20...[NODE]
asn=11181	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=11244	id=2   	Node	scanning on channel=15...[NODE]
asn=11244	id=3   	Node	scanning on channel=20...[NODE]
asn=11344	id=2   	Node	scanning on channel=25...[NODE]
asn=11344	id=3   	Node	scanning on channel=15...[NODE]
asn=11444	id=3   	Node	scanning on channel=20...[NODE]
asn=11490	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=11490	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11502	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=11544	id=2   	Node	scanning on channel=26...[NODE]
asn=11544	id=4   	Node	scanning on channel=25...[NODE]
asn=11544	id=3   	Node	scanning on channel=25...[NODE]
asn=11644	id=2   	Node	scanning on channel=25...[NODE]
asn=11644	id=3   	Node	scanning on channel=15...[NODE]
asn=11744	id=2   	Node	scanning on channel=26...[NODE]
asn=11744	id=3   	Node	scanning on channel=26...[NODE]
asn=11844	id=2   	Node	scanning on channel=15...[NODE]
asn=11844	id=4   	Node	scanning on channel=20...[NODE]
asn=11844	id=3   	Node	scanning on channel=25...[NODE]
asn=11944	id=2   	Node	scanning on channel=25...[NODE]
asn=11944	id=4   	Node	scanning on channel=26...[NODE]
asn=11944	id=3   	Node	scanning on channel=20...[NODE]
asn=12000	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=12000	id=-1  	Main	120 seconds, progress 20.00%[SIMULATOR]
asn=12000	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=12000	id=-1  	Main	joined_routing/joined_tsch/total=1/1/4 [ROUTE]
asn=12000	id=-1  	TSCH	Periodic process called for [Node]
asn=12000	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=1   	TSCH	stats: {"idle_listen":4790,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":0,"tx_data":9,"tx_data_rx_ack":0}[NODE]
asn=12000	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=2   	TSCH	stats: {"idle_listen":0,"channel_scan":11999,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=12000	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=3   	TSCH	stats: {"idle_listen":0,"channel_scan":11999,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=12000	id=4   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=4   	TSCH	stats: {"idle_listen":0,"channel_scan":11999,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=12044	id=4   	Node	scanning on channel=25...[NODE]
asn=12044	id=2   	Node	scanning on channel=20...[NODE]
asn=12044	id=3   	Node	scanning on channel=15...[NODE]
asn=12144	id=4   	Node	scanning on channel=15...[NODE]
asn=12244	id=4   	Node	scanning on channel=25...[NODE]
asn=12244	id=2   	Node	scanning on channel=15...[NODE]
asn=12244	id=3   	Node	scanning on channel=26...[NODE]
asn=12344	id=2   	Node	scanning on channel=26...[NODE]
asn=12344	id=3   	Node	scanning on channel=20...[NODE]
asn=12422	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=12444	id=3   	Node	scanning on channel=26...[NODE]
asn=12444	id=4   	Node	scanning on channel=26...[NODE]
asn=12526	id=4   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=12544	id=3   	Node	scanning on channel=20...[NODE]
asn=12644	id=4   	Node	scanning on channel=15...[NODE]
asn=12644	id=3   	Node	scanning on channel=25...[NODE]
asn=12744	id=4   	Node	scanning on channel=20...[NODE]
asn=12744	id=3   	Node	scanning on channel=26...[NODE]
asn=12744	id=2   	Node	scanning on channel=15...[NODE]
asn=12830	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=12845	id=2   	Node	scanning on channel=25...[NODE]
asn=12946	id=2   	Node	scanning on channel=26...[NODE]
asn=12946	id=4   	Node	scanning on channel=25...[NODE]
asn=12946	id=3   	Node	scanning on channel=15...[NODE]
asn=13015	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=13015	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13047	id=2   	Node	scanning on channel=25...[NODE]
asn=13047	id=3   	Node	scanning on channel=20...[NODE]
asn=13047	id=4   	Node	scanning on channel=26...[NODE]
asn=13249	id=3   	Node	scanning on channel=15...[NODE]
asn=13249	id=4   	Node	scanning on channel=25...[NODE]
